nome,tipo,esfera,endereco,bairro,cep,telefone,longitude,latitude,distrito
UBS JARDIM COMERCIAL,Unidade Básica de Saúde,Municipal,"R. COSTA NOVA DO PRADO, 92",JARDIM COMERCIAL,05885-190,5870-6246,-46.77954,-23.67160801,Capão Redondo
UBS JARDIM COPA - MATHILDE DE AQUINO DINIZ,Unidade Básica de Saúde,Municipal,"R. PONTA DE LUCENA, 330",JARDIM MARABA,08270-340,2524-5020,-46.457392,-23.56238002,Parque do Carmo
UBS JARDIM D ABRIL,Unidade Básica de Saúde,Municipal,"R. PAULO MARANHÃO, 444",JD D ABRIL,05398-130,3782-4742,-46.775112,-23.57601002,Rio Pequeno
UBS JARDIM DA CONQUISTA I,Unidade Básica de Saúde,Municipal,"R. PERAMIRIM (ESQ. R. MARCOS GONÇALVES CORREIA), 1",VL BELA,08340-500,2253-2723,-46.453102,-23.61289502,São Rafael
UBS JARDIM DA CONQUISTA II,Unidade Básica de Saúde,Municipal,"TRAVESSA SOMOS TODOS IGUAIS, 915",JARDIM DA CONQUISTA,08343-000,2253-9547 / 2735-3079,-46.444663,-23.60701002,Iguatemi
UBS JARDIM DA SAÚDE - NEUSA ROSALIA MORALES,Unidade Básica de Saúde,Municipal,"R. DOMINGOS DE ROGATIS, 187",JARDIM DA SAUDE,04290-080,5062-9586,-46.616326,-23.61282602,Cursino
UBS JARDIM DAMASCENO,Unidade Básica de Saúde,Municipal,"R. GRUMIXA, 129",JARDIM DAMASCENO,02879-200,,-46.698773,-23.45147602,Brasilândia
UBS JARDIM DAS CAMÉLIAS,Unidade Básica de Saúde,Municipal,"AV. TRÊVO DE SANTA MARIA, 79",SÃO MIGUEL PAULISTA,08050-570,2051-8788,-46.462508,-23.51290601,Vila Jacuí
UBS JARDIM DAS FONTES,Unidade Básica de Saúde,Municipal,"R. MABEL NORMANDO, 122",JD FONTES,04891-000,5975-4221 / 5975-2538,-46.755391,-23.86871102,Parelheiros
UBS JARDIM DAS PALMAS,Unidade Básica de Saúde,Municipal,"R. CELSO RAMOS, S/N",VILA ANDRADE,05734-080,5843-8340,-46.746445,-23.62720302,Campo Limpo
UBS JARDIM DAS PEDRAS,Unidade Básica de Saúde,Municipal,"R. CLÓVIS SALGADO, 220",JD DAS PEDRAS,02267-020,2992-2494 / 2992-2313,-46.590344,-23.41915302,Tremembé
UBS JARDIM DOS EUCALÍPTOS - HELIO MOREIRA SALLES,Unidade Básica de Saúde,Municipal,"R. POEMA DAS AMERICAS, 12",JD DOS EUCALIPTOS,03924-240,2701-7933,-46.507991,-23.60096801,Sapopemba
UBS JARDIM EDITE - GERONCIO HENRIQUE NETO,Unidade Básica de Saúde,Municipal,"R. CHARLES COULOMB, 80",CIDADE MONÇÕES,04576-030,4329-8860 / 4329-8861,-46.694129,-23.61322802,Itaim Bibi
UBS JARDIM ELEDY,Unidade Básica de Saúde,Municipal,"R. SEBASTIAO ADVINCULA CUNHA, 470",JARDIM ELEDY,05856-140,5821-4302,-46.784546,-23.65476302,Capão Redondo
UBS JARDIM ELIANE,Unidade Básica de Saúde,Municipal,"R. HENRY ARTHUR JONES, 201",JD ELIANA,04851-002,5931-5240,-46.670675,-23.75398002,Grajaú
UBS JARDIM ELISA MARIA I,Unidade Básica de Saúde,Municipal,"R.ROMULO NALDI, 57",JARDIM ELISA MARIA,02873-250,3851-4684,-46.68549,-23.45615802,Brasilândia
UBS JARDIM EMBURA,Unidade Básica de Saúde,Municipal,"ESTRADA BENEDITO SCHUNCK, 8",JD EMBURA,04893-050,5975-2192,-46.741822,-23.88057702,Marsilac
UBS JARDIM ETELVINA,Unidade Básica de Saúde,Municipal,"R. MANUEL TEODORO XAVIER, 138",GUAIANASES,08430-570,2035-1756,-46.421666,-23.53037702,Lajeado
UBS JARDIM FANGANIELLO,Unidade Básica de Saúde,Municipal,"R. FRANCISCO NUNES CUBAS, 60",LAJEADO,08450-460,2557-6698,-46.395999,-23.54718402,Lajeado
UBS JARDIM FLOR DE MAIO,Unidade Básica de Saúde,Municipal,"AV. NOVA PAULISTA, 561",JARDIM FLOR DE MAIO,02363-000,2206-8720,-46.574924,-23.43113802,Tremembé
UBS JARDIM FONTALIS,Unidade Básica de Saúde,Municipal,"R. MOTA, 5",JARDIM MARTINS SILVA,02323-035,2206-9000,-46.57138,-23.43895802,Tremembé
UBS JARDIM GERMANIA,Unidade Básica de Saúde,Municipal,"ESTRADA DE ITAPECERICA, 3025",VILA MARACANÃ,05835-005,5511-1761,-46.759758,-23.65421201,Capão Redondo
UBS JARDIM GUAIRACÁ,Unidade Básica de Saúde,Municipal,"R. ERVA IMPERIAL, 501",JD GUAIRACÁ,03244-030,2301-1339,-46.539917,-23.59976501,São Lucas
UBS JARDIM GUANABARA,Unidade Básica de Saúde,Municipal,"AV. MINISTRO PETRÔNIO PORTELA, 663",FREGUESIA DO Ó,02959-000,3975-2134,-46.700979,-23.49332102,Freguesia do Ó
UBS JARDIM GUARANI,Unidade Básica de Saúde,Municipal,"R. SANTANA DO ARAÇUAÍ, 160",BRASILÂNDIA,02849-130,3921-6385,-46.69132,-23.46246901,Brasilândia
UBS JARDIM GUARUJÁ,Unidade Básica de Saúde,Municipal,"R. JOÃO DE ALMADA, 25",JARDIM GUARUJA,05875-300,4215-0098,-46.787996,-23.69247702,Jardim Ângela
UBS JARDIM HELENA,Unidade Básica de Saúde,Municipal,"R. KUMAKI AOKI, 1390",JARDIM HELENA,08090-370,2581-1661 / 2586-3812,-46.414694,-23.47927201,Jardim Helena
UBS JARDIM HELGA,Unidade Básica de Saúde,Municipal,"R. THOMAS DE ARAUJO, 53",JARDIM HELGA,05794-380,5842-2956 / 5842-2399,-46.771444,-23.64130602,Campo Limpo
UBS JARDIM HELIAN,Unidade Básica de Saúde,Municipal,"R. JOÃO BARREIROS, 22",JARDIM HELIAN,08265-130,2521-7615,-46.456351,-23.57696901,Parque do Carmo
UBS JARDIM HERCULANO,Unidade Básica de Saúde,Municipal,"R. INACIO LIMAS, 11",JD HERCULANO,04920-050,5898-5898,-46.757648,-23.69232502,Jardim Ângela
UBS JARDIM ICARAÍ BRASILÂNDIA - DR DANIEL ALVES GRANGEIRO,Unidade Básica de Saúde,Municipal,"R. ALMIR DEHAR, 201",BRASILÂNDIA,02846-000,3921-0818,-46.696403,-23.46596902,Brasilândia
UBS JARDIM ICARAI QUINTANA,Unidade Básica de Saúde,Municipal,"R. GERMANO DE MAGALHAES, 41",JARDIM ICARAI,04837-200,5925-2222,-46.70569,-23.74615702,Cidade Dutra
UBS JARDIM INDAIÁ,Unidade Básica de Saúde,Municipal,"R. ANTONIO LEME DA GUERRA, 182",ITAIM PAULISTA,08141-130,2561-7904,-46.397985,-23.51559602,Itaim Paulista
UBS JARDIM IPORÃ,Unidade Básica de Saúde,Municipal,"R. FORTE DE VILA BELA, 29",JARDIM IPORÃ,04865-170,5922-3053,-46.7125378,-23.78326881,Parelheiros
UBS JARDIM IV CENTENÁRIO,Unidade Básica de Saúde,Municipal,"R. CAMPO FLORIDO, 482",JD IMPERADOR,03940-060,2721-4249,-46.499921,-23.59009501,São Mateus
UBS JARDIM IVA,Unidade Básica de Saúde,Municipal,"R. MIGUEL BASTOS SOARES, 55",JD IVA,03910-000,2211-0884,-46.516647,-23.58421801,Aricanduva
UBS JARDIM JAPÃO,Unidade Básica de Saúde,Municipal,"R. SOBRAL JUNIOR, 452",VILA MARIA ALTA,02130-020,3478-7351,-46.588065,-23.50584401,Vila Maria
UBS JARDIM JAQUELINE,Unidade Básica de Saúde,Municipal,"R. BONIFÁCIO VERONESE, 10",JARDIM JAQUELINE,05529-060,3751-1665,-46.75181,-23.59488402,Vila Sônia
UBS JARDIM JULIETA,Unidade Básica de Saúde,Municipal,"R. BALTHAZAR FIDELIS, 258",JARDIM GUANCÃ,02151-080,2201-3907,-46.568155,-23.49627602,Vila Medeiros
UBS JARDIM KERALUX,Unidade Básica de Saúde,Municipal,"R. BATUIRA DO CAMPO, 51",JARDIM KERALUX,03828-000,2546-6177,-46.498207,-23.48454802,Ermelino Matarazzo
UBS JARDIM LAPENNA,Unidade Básica de Saúde,Municipal,"R. SERRA DA JURUOCA, 367",SÃO MIGUEL PAULISTA,08071-180,2058-3722,-46.449255,-23.48729601,São Miguel
UBS JARDIM LIDIA,Unidade Básica de Saúde,Municipal,"R. GUTEMBERG JOSÉ FERREIRA, 500",JARDIM LIDIA,05860-070,5511-0197,-46.762719,-23.66604102,Capão Redondo
UBS JARDIM LOURDES,Unidade Básica de Saúde,Municipal,"AV. ENG ARMANDO DE ARRUDA PEREIRA, 4004",JABAQUARA,04325-000,5575-6872,-46.637024,-23.66012202,Jabaquara
UBS JARDIM LUCELIA - SANDRA APARECIDA BARBOSA CORREIA LIMA,Unidade Básica de Saúde,Municipal,"AV. CARLOS BARBOSA DOS SANTOS, 895",JD LUCELIA,04852-220,5528-5660,-46.672309,-23.76255701,Grajaú
UBS JARDIM MACEDÔNIA,Unidade Básica de Saúde,Municipal,"R. SORIANO DE ALBUQUERQUE, 77",JARDIM MACEDONIA,05894-440,5824-7707 / 5823-6158,-46.789802,-23.65320602,Capão Redondo
UBS JARDIM MAGDALENA,Unidade Básica de Saúde,Municipal,"R. VITORIANO PALHARES, 221",JD MAGDALENA,05890-320,5824-6020 / 5824-5347,-46.792481,-23.66701601,Capão Redondo
UBS JARDIM MAIA,Unidade Básica de Saúde,Municipal,"R. MARFIM VEGETAL, 108",JD MAIA,08081-330,2581-6962,-46.41572,-23.49231302,Jardim Helena
UBS JARDIM MARACÁ,Unidade Básica de Saúde,Municipal,"R. FERES BECHARA, 506",JARDIM MARACA,05867-390,5898-5353 / 5874-4721,-46.772677,-23.67171302,Capão Redondo
UBS JARDIM MARILIA,Unidade Básica de Saúde,Municipal,"R. ELZA DOS ANJOS NEVES, 100",CIDADE LIDER,03585-100,2743-9526,-46.492422,-23.56266002,Cidade Líder
UBS JARDIM MARINGÁ - VILA TALARICO,Unidade Básica de Saúde,Municipal,"R. MUANÁ, 214",JARDIM MARINGÁ,03525-090,2269-3944 / 2781-0637,-46.515006,-23.55363402,Cidade Líder
UBS JARDIM MIRIAM II,Unidade Básica de Saúde,Municipal,"AV. CUPECÊ, 5185",JARDIM PRUDÊNCIA,04365-001,5622-6959 / 5622-6988,-46.64006,-23.67894302,Cidade Ademar
UBS JARDIM MITSUTANI,Unidade Básica de Saúde,Municipal,"R. FREI XISTO TEUBER, 50",JARDIM MITSUTANI,05791-080,5842-9292,-46.780537,-23.64433202,Campo Limpo
UBS JARDIM NAKAMURA,Unidade Básica de Saúde,Municipal,"R. MANUEL VITOR DE JESUS, 811",JARDIM NAKAMURA,04942-100,5898-5555,-46.773577,-23.69896302,Jardim Ângela
UBS JARDIM NÉLIA,Unidade Básica de Saúde,Municipal,"R. ITAJUIBE, 1910",ITAIM PAULISTA,08142-000,2963-3802,-46.384451,-23.51139402,Itaim Paulista
UBS JARDIM NITERÓI,Unidade Básica de Saúde,Municipal,"R. SAMUEL ARNOLD, 596",JARDIM NITEROI,04434-000,5611-0122,-46.667903,-23.68260302,Cidade Ademar
UBS JARDIM NOSSA SENHORA DO CARMO,Unidade Básica de Saúde,Municipal,"R. VERÍSSIMO DA SILVA, 723",JARDIM NOSSA SENHORA DO CARMO,08275-270,2748-5103 / 2748-0646,-46.48126,-23.57776602,Parque do Carmo
UBS JARDIM NOVE DE JULHO,Unidade Básica de Saúde,Municipal,"R. SIBALDO LINS, 146",SÃO MATEUS,03953-100,2011-9815,-46.484677,-23.59207201,São Mateus
UBS JARDIM NOVO HORIZONTE,Unidade Básica de Saúde,Municipal,"R. CARUANENSE, 186",JARDIM NOVO HORIZONTE,04857-300,5938-2208,-46.701133,-23.77465901,Grajaú
UBS JARDIM NOVO PANTANAL - PEDREIRA,Unidade Básica de Saúde,Municipal,"AV. PROF. CARDOZO DE MELLO NETO, 674",JARDIM SANTA TEREZINHA,04474-180,5672-7092 / 5672-7244,-46.64017,-23.69950802,Pedreira
UBS JARDIM OLINDA - ZELIA PEREIRA SANTOS,Unidade Básica de Saúde,Municipal,"R. CANORI, 190",JARDIM OLINDA,05765-170,5843-8861 / 5842-9626,-46.754536,-23.62933502,Campo Limpo
UBS JARDIM ORION/GUANHEMBU,Unidade Básica de Saúde,Municipal,"R. FERNANDO AMARO MIRANDA, 51",JARDIM COLONIAL,04821-100,2362-2343 / 2362-2360,-46.68573,-23.72722901,Cidade Dutra
UBS JARDIM PANAMERICANO,Unidade Básica de Saúde,Municipal,"R. BARRA DA FORQUILHA, 38",JARDIM PANAMERICANO,02993-060,3941-1362,-46.729575,-23.45066602,Jaraguá
UBS JARDIM PARAGUAÇU - DR. GONÇALO FELICIANO ALVES,Unidade Básica de Saúde,Municipal,"R. TAIOBEIRAS, 125",JD PARAGUACU,03941-060,2727-0484,-46.500238,-23.59581702,São Mateus
UBS JARDIM PARANAPANEMA,Unidade Básica de Saúde,Municipal,"R. PIETRO DA MILANO, 100",VILA SANTO AMARO,05875-360,5898-5800,-46.780739,-23.69334002,Jardim Ângela
UBS JARDIM PENHA,Unidade Básica de Saúde,Municipal,"AV. SÃO MIGUEL, 3721",PONTE RASA,03871-000,2546-5867,-46.497103,-23.50931701,Ponte Rasa
UBS JARDIM PERI,Unidade Básica de Saúde,Municipal,"AV. PERI RONCHETTI, 914",JARDIM PERI,02633-000,2231-8771,-46.654818,-23.46422601,Cachoeirinha
UBS JARDIM POPULAR - DR. MATHEUS SANTAMARIA,Unidade Básica de Saúde,Municipal,"R. ILHA DE CASTILHOS, 271",JARDIM POPULAR,03670-010,2791-6421,-46.506484,-23.51683202,Ponte Rasa
UBS JARDIM REIMBERG - NAIR NUNES DA SILVA,Unidade Básica de Saúde,Municipal,"R. ROGERIO FERNANDES, 468",JARDIM REIMBERG,04845-230,5197-6885,-46.69754,-23.74966002,Grajaú
UBS JARDIM REPÚBLICA,Unidade Básica de Saúde,Municipal,"AV. GONÇALO DE PAIVA GOMES, 285",JARDIM REPUBLICA,04812-090,5661-4470,-46.687165,-23.71492402,Cidade Dutra
UBS JARDIM RINCÃO,Unidade Básica de Saúde,Municipal,"R. ARROIO DA PALMA, 67",JARDIM RINCÃO,02991-050,3941-5172,-46.727753,-23.43514101,Jaraguá
UBS JARDIM ROBRU - GUAIANAZES,Unidade Básica de Saúde,Municipal,"AV. NORDESTINA, 5593",GUAIANASES,08431-410,2035-1860,-46.418033,-23.52474201,Lajeado
UBS JARDIM ROBRU - MESSIAS JOSE DA SILVA,Unidade Básica de Saúde,Municipal,"R. JOSÉ MARIA ALVES DE DEUS, 288",JARDIM ROBRU,08150-290,2035-2406,-46.412409,-23.52125201,Vila Curuçá
UBS JARDIM ROMANO VILA ITAIM,Unidade Básica de Saúde,Municipal,"R. RIO MANUEL ALVES, 182",ITAIM PAULISTA,08190-450,3678-5222,-46.392531,-23.48649402,Jardim Helena
UBS JARDIM ROSELI,Unidade Básica de Saúde,Municipal,"R. SIMÃO NUNES, 31",JARDIM ROSELI,08380-039,2731-5143,-46.439499,-23.59732602,Iguatemi
UBS JARDIM ROSINHA,Unidade Básica de Saúde,Municipal,"R. DALVA DE OLIVEIRA, 82",JARDIM ROSINHA,05282-010,3916-4100,-46.802059,-23.43901701,Anhanguera
UBS JARDIM SANTA FÉ,Unidade Básica de Saúde,Municipal,"R. CONDE DE LANCASTRE, 214",JD SANTA FÉ,04890-290,5921-9504 / 5922-3053,-46.71276,-23.83250402,Parelheiros
UBS JARDIM SANTA MARGARIDA,Unidade Básica de Saúde,Municipal,"R. CAPAO REDONDO, 175",JARDIM SANTA MARGARIDA,04931-100,5891-8909,-46.755539,-23.67870102,Jardim Ângela
UBS JARDIM SANTA MARIA,Unidade Básica de Saúde,Municipal,"R. EMBIRATAÍ, 201",JD SANTA MARIA,03576-000,2724-7004,-46.505823,-23.55079602,Cidade Líder
UBS JARDIM SANTA TEREZINHA,Unidade Básica de Saúde,Municipal,"AV. DOS LATINOS, 205",JARDIM SANTA TEREZINHA,03572-000,2721-1815,-46.503408,-23.57219701,Aricanduva
UBS JARDIM SÃO BENTO,Unidade Básica de Saúde,Municipal,"R. JOÃO ROBALO, 64",JARDIM SÃO BENTO,05881-000,5871-6022,-46.784452,-23.68557401,Capão Redondo
UBS JARDIM SÃO BERNARDO,Unidade Básica de Saúde,Municipal,"AV. ANTONIO CARLOS BENJAMIN DOS SANTOS, 1571",PARQUE NOVO GRAJAU,04847-005,5193-1975,-46.698509,-23.75387102,Grajaú
UBS JARDIM SAO CARLOS,Unidade Básica de Saúde,Municipal,"AV. CESAR AUGUSTO ROMARO, 500",VILA NORMA,08062-000,2956-8122,-46.4728396,-23.50888282,Vila Jacuí
UBS JARDIM SÃO CARLOS - CIDADE ADEMAR,Unidade Básica de Saúde,Municipal,"R. CLAUDIA MUZIO, 163",JD SÃO CARLOS,04429-280,5621-9200 / 5623-9273,-46.658693,-23.68211401,Cidade Ademar
UBS JARDIM SÃO FRANCISCO I,Unidade Básica de Saúde,Municipal,"R. JURITI PIRANGA, 195",CANGAÍBA,03718-020,2957-2808,-46.530285,-23.49766402,Cangaíba
UBS JARDIM SÃO NICOLAU,Unidade Básica de Saúde,Municipal,"R. BROOK TAYLOR, 30",JARDIM NORDESTE,03690-000,2280-7508,-46.476227,-23.52945902,Artur Alvim
UBS JARDIM SÃO NORBERTO,Unidade Básica de Saúde,Municipal,"AV. DOMENICO LANZETTI, S/N",JARDIM SÃO NORBERTO,04884-210,5921-8900,-46.705326,-23.81755202,Parelheiros
UBS JARDIM SÃO PEDRO - FRANCISCO ANTONIO CESARONI,Unidade Básica de Saúde,Municipal,"R. SILVIANOPOLIS, 370",JD SÃO PEDRO,08420-680,2557-8938 / 2552-5355,-46.430032,-23.54796802,José Bonifácio
UBS JARDIM SÃO SAVÉRIO - AURELIO MELLONE,Unidade Básica de Saúde,Municipal,"R. ATILIO SELVA, 10",JARDIM CELESTE,04195-060,2331-2131,-46.614249,-23.65724402,Sacomã
UBS JARDIM SAPOPEMBA - PROF DR HUMBERTO DELBONI FILHO,Unidade Básica de Saúde,Municipal,"R. JOÃO LOPES DE LIMA, 1151",JARDIM SAPOPEMBA,03976-020,2019-6305,-46.492935,-23.61164702,Sapopemba
UBS JARDIM SECKLER,Unidade Básica de Saúde,Municipal,"R. CARLOS MAURO, 114",SÃO JOÃO CLIMACO,04240-150,2946-8532,-46.587004,-23.61930402,Sacomã
UBS JARDIM SELMA - CIDADE ADEMAR,Unidade Básica de Saúde,Municipal,"R. PEDRO FERNANDES ARAGÃO, 305",JARDIM SELMA,04431-160,5611-6743 / 5611-8287,-46.657098,-23.69020102,Pedreira
UBS JARDIM SILVA TELLES,Unidade Básica de Saúde,Municipal,"R. JOSÉ ALEXANDRE MACHADO, 541",ITAIM PAULISTA,08160-460,2561-8034 / 2569-1731,-46.408706,-23.50038302,Vila Curuçá
UBS JARDIM SILVEIRA,Unidade Básica de Saúde,Municipal,"R. BONIFÁCIO ASIOLI, 162",JARDIM SILVEIRA,04892-040,5921-5294 / 5921-4490,-46.712957,-23.85045902,Parelheiros
UBS JARDIM SINHA,Unidade Básica de Saúde,Municipal,"R. JIM CLARK, 10",JARDIM SINHA,03923-165,2722-6823,-46.51162,-23.59361302,Sapopemba
UBS JARDIM SOARES,Unidade Básica de Saúde,Municipal,"R. FELICIANO DE MENDONÇA, 496",JD SOARES,08460-365,2557-7022,-46.398645,-23.55382101,Guaianases
UBS JARDIM SOUZA,Unidade Básica de Saúde,Municipal,"R. FRANCISCO DE ALMEIDA SOUZA, 481",JARDIM SOUZA,04917-070,5514-6430 / 5514-6404,-46.748299,-23.68877602,Jardim São Luís
UBS JARDIM THOMAS,Unidade Básica de Saúde,Municipal,"R. AUDÁLIO GONÇALVES DOS SANTOS, 158",JD THOMAS,05833-040,5514-0345 / 5894-4218,-46.756184,-23.67388602,Jardim São Luís
UBS JARDIM TIETE II,Unidade Básica de Saúde,Municipal,"R. SENADOR MAYNARD GOMES, S/N",JARDIM NOVE DE JULHO,03948-000,2017-0093,-46.492151,-23.58724002,São Mateus
UBS JARDIM TRÊS CORAÇÕES,Unidade Básica de Saúde,Municipal,"R. GENERAL JOSÉ DE OLIVEIRA RAMOS, 275",JARDIM TRÊS CORAÇÕES,04855-330,5931-5969,-46.68463,-23.76967302,Grajaú
UBS JARDIM UMUARAMA,Unidade Básica de Saúde,Municipal,"R. ANTONIO GIL, 721",VILA FILOMENA,04655-000,5563-9070,-46.669702,-23.66194302,Cidade Ademar
UBS JARDIM VALQUIRIA,Unidade Básica de Saúde,Municipal,"AV. CARLOS LACERDA, 3093",JD VALQUIRIA,05789-001,5825-6166,-46.775156,-23.65814301,Capão Redondo
UBS JARDIM VERA CRUZ - PERDIZES,Unidade Básica de Saúde,Municipal,"R. SARAMENHA, 60",PERDIZES,01259-030,3673-8552,-46.689125,-23.53854702,Perdizes
UBS JARDIM VISTA ALEGRE - VANDA APARECIDA DOS SANTOS,Unidade Básica de Saúde,Municipal,"R. IBIRAIARAS, 21",BRASILÂNDIA,02878-080,3983-1197,-46.688636,-23.45018102,Brasilândia
UBS JARDIM VITÓRIA,Unidade Básica de Saúde,Municipal,"R. LAGEDO, 123",CIDADE TIRADENTES,04846-650,2282-6050,-46.38685,-23.58740001,Cidade Tiradentes
UBS JOAQUIM ANTONIO EIRADO,Unidade Básica de Saúde,Municipal,"AV. BRAZ LEME, 2945",SANTANA,02022-011,2975-4218,-46.631657,-23.50355802,Santana
UBS JOAQUIM ROSSINI/ VILA CARIOCA DR MOACIR PARRA,Unidade Básica de Saúde,Municipal,"R. ALVARO FRAGOSO, 480",VILA CARIOCA,04223-000,2273-4602 / 2273-9707,-46.592451,-23.59665501,Ipiranga
UBS JORDANÓPOLIS,Unidade Básica de Saúde,Municipal,"R. JANGADA NOVA, 75",JARDIM PRESIDENTE,04830-200,5973-6400,-46.7036377,-23.72976662,Cidade Dutra
UBS JOSE BONIFACIO II - CELINA MARIA JOSE DE OLIVEIRA,Unidade Básica de Saúde,Municipal,"R. MURMÚRIOS DA TARDE, 30",COHAB JOSE BONIFÁCIO,08253-580,2521-1226 / 2521-5325,-46.444665,-23.55383502,José Bonifácio
UBS JOSE BONIFACIO III - DRA. LUCY MAYUMI UDAKIRI,Unidade Básica de Saúde,Municipal,"R. SILVIO BARBINI, 40",JOSE BONIFACIO,08250-650,2944-6086 / 2071-2500,-46.439289,-23.54046202,Itaquera
UBS JOSÉ MARCÍLIO MALTA CARDOSO,Unidade Básica de Saúde,Municipal,"R. DESEMBARGADOR HOMERO PINHO, 105",JARDIM TROPICAL,05379-240,5043-6093 / 5043-6114,-46.760919,-23.57019302,Rio Pequeno
UBS JOVA RURAL,Unidade Básica de Saúde,Municipal,"R. ALFEU DE ALCANTARA MONTEIRO, 280",CONJUNTO HABITACIONAL JOVA RURAL,02281-200,4979-3122,-46.579719,-23.45475202,Jaçanã
UBS LARANJEIRAS,Unidade Básica de Saúde,Municipal,"R. DENIS FURTEL, 108",LARANJEIRAS,04476-145,5673-6181,-46.628137,-23.70342702,Pedreira
UBS LUAR DO SERTÃO,Unidade Básica de Saúde,Municipal,"R. LUAR DO SERTÃO, 980",CHÁCARA SANTA MARIA,05879-450,5874-1826,-46.794364,-23.69275202,Capão Redondo
UBS LUIZ ERNESTO MAZZONI,Unidade Básica de Saúde,Municipal,"AV. CARLOS LIVIERO, 566",VILA LIVIERO,04186-100,2331-9624,-46.593056,-23.64490401,Sacomã
UBS MAR PAULISTA,Unidade Básica de Saúde,Municipal,"R. MATSUICHI WADA, 393",BALNEÁRIO MAR PAULISTA,04463-060,5612-4192,-46.662911,-23.69671702,Pedreira
UBS MARIA CECÍLIA FERRO DONNANGELO,Unidade Básica de Saúde,Municipal,"R. RUI DE MORAES APOCALIPSE, 2",BRASILÂNDIA,02842-260,3921-7759,-46.683952,-23.47344802,Brasilândia
UBS MARSILAC,Unidade Básica de Saúde,Municipal,"ESTRADA ENGENHEIRO MARSILAC, 14487",MARSILAC,04891-000,5975-2281,-46.70776,-23.90651002,Marsilac
UBS MASCARENHAS DE MORAES,Unidade Básica de Saúde,Municipal,"R. SARG. EDGAR LOURENÇO PINTO, 116",CJ. MAL. MASCARENHAS DE MORAES,03977-180,2919-1120,-46.495743,-23.61666502,Sapopemba
UBS MATA VIRGEM,Unidade Básica de Saúde,Municipal,"ESTRADA DA SAUDE, 47",ELDORADO,04476-320,5673-4455,-46.62749,-23.71463602,Pedreira
UBS MENINÓPOLIS - DR. MARIO FRANCISCO NAPOLITANO,Unidade Básica de Saúde,Municipal,"R. OSCAR GOMES CARDIM, 142",VILA CORDEIRO,04580-040,5535-8839,-46.687915,-23.62065802,Itaim Bibi
UBS MOINHO VELHO,Unidade Básica de Saúde,Municipal,"PRAÇA DOMINGOS COELHO, 5",PIRITUBA,02933-180,3976-7601,-46.712601,-23.49501001,Pirituba
UBS MOINHO VELHO II,Unidade Básica de Saúde,Municipal,"R. BELGRADO, 323",MOINHO VELHO,04285-041,2274-1059,-46.603797,-23.61241702,Sacomã
UBS MOOCA I,Unidade Básica de Saúde,Municipal,"R. TAQUARI, 549",MOOCA,03166-000,2291-5517,-46.597862,-23.55138902,Mooca
UBS MORADA DO SOL,Unidade Básica de Saúde,Municipal,"R. ASSIS BRASIL X PÇA. LUIZ VAZ DE CAMÕES, 31",SOL NASCENTE,05281-130,3941-4364,-46.781497,-23.43162801,Anhanguera
UBS MORRO DOCE,Unidade Básica de Saúde,Municipal,"R. DOM AGNELO ROSSI, 15",MORRO DOCE,05267-060,3911-1756,-46.793473,-23.43863301,Anhanguera
UBS NASCER DO SOL,Unidade Básica de Saúde,Municipal,"R. SENADOR NELSON CARNEIRO, 617",CIDADE TIRADENTES,08485-300,4810-7700,-46.406792,-23.58690202,Cidade Tiradentes
UBS NITRO OPERÁRIA - PAULO FELDMAN,Unidade Básica de Saúde,Municipal,"R. CUMARU, 14",SÃO MIGUEL PAULISTA,08010-380,2956-6923,-46.436474,-23.49423602,São Miguel
UBS NOSSA SENHORA DO BRASIL - ARMANDO DARIENZO,Unidade Básica de Saúde,Municipal,"R. ALMIRANTE MARQUES LEÃO, 684",BELA VISTA,01330-010,4210-6121,-46.649258,-23.56248701,Bela Vista
UBS NOVA AMÉRICA,Unidade Básica de Saúde,Municipal,"R. EDUARDO COLLIER FILHO, 14",CIDADE NOVA AMERICA,04895-020,5977-3507,-46.678047,-23.86885602,Parelheiros
UBS NOVA ESPERANÇA PAULISTANO II,Unidade Básica de Saúde,Municipal,"R. MIRACI, 94",JD. PAULISTANO II,02812-220,3972-5526 / 3974-6206,-46.710765,-23.45465402,Brasilândia
UBS NOVO CAMINHO,Unidade Básica de Saúde,Municipal,"R. ANTONIO DA MATA JUNIOR, 943",JD SÃO LUIZ,05812-030,5851-9026,-46.735452,-23.65573402,Jardim São Luís
UBS NOVO JARDIM I,Unidade Básica de Saúde,Municipal,"R. PHILIPPE DE VITRY, 282",JARDIM SANTA JOSEFINA,05819-080,5892-2134,-46.736491,-23.66655301,Jardim São Luís
UBS PADRE JOSE DE ANCHIETA,Unidade Básica de Saúde,Municipal,"AV. SYLVIO TORRES, 313",ARTHUR ALVIM,03589-010,2742-1367,-46.487562,-23.55242501,Artur Alvim
UBS PARADA XV DE NOVEMBRO,Unidade Básica de Saúde,Municipal,"R. IBIAJARA, 804",PARADA XV DE NOVEMBRO,08246-101,2286-0017,-46.435541,-23.52737402,Itaquera
UBS PARAISOPOLIS,Unidade Básica de Saúde,Municipal,"R. MELCHIOR GIOLA, 80",PARAISOPOLIS,05664-000,3744-5223,-46.723311,-23.61668402,Vila Andrade
