nome,categoria,tipo,esfera,endereco,bairro,cep,telefone,longitude,latitude,distrito
CENTRO ESPORTIVO SANTO AMARO - CEE JOERG BRUDER,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AVENIDA PADRE JOSE MARIA, 555",,,,-46.71235209,-23.65481653,Santo Amaro
CENTRO ESPORTIVO IBIRAPUERA - CEE MANÉ GARRINCHA,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA PEDRO DE TOLEDO, 1651",,,,-46.65541933,-23.59799455,Moema
CENTRO ESPORTIVO VILA INDEPENDÊNCIA - CEE FLÁVIO CALABRESI CONTE,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA DAS MUNICIPALIDADES, 10",,,,-46.59701051,-23.58805377,Ipiranga
CENTRO ESPORTIVO JARDIM SABARÁ - MINI BALNEÁRIO ANTONIO CARLOS DE ABREU SODRÉ,CENTRO ESPORTIVO,Centro Esportivo/Mini-Balneário,Público - Municipal,"RUA CURIA, 149",,,,-46.6821805,-23.68596584,Campo Grande
CENTRO ESPORTIVO IPIRANGA - BALNEÁRIO CARLOS JOEL NELLI,CENTRO ESPORTIVO,Centro Esportivo/Balneário,Público - Municipal,"PRACA NAMI JAFET, 45",,,,-46.60536006,-23.58039509,Ipiranga
CENTRO ESPORTIVO VILA SANTA CATARINA - BALNEÁRIO JALISCO,CENTRO ESPORTIVO,Centro Esportivo/Balneário,Público - Municipal,"RUA RODES, 112",,,,-46.66748704,-23.64224177,Campo Belo
CENTRO ESPORTIVO CAMPO LIMPO - MINI BALNEÁRIO SINÉSIO ROCHA,CENTRO ESPORTIVO,Centro Esportivo/Mini-Balneário,Público - Municipal,"RUA CIBAUMA, 54",,,,-46.75383789,-23.62004775,Campo Limpo
CENTRO ESPORTIVO VILA CARIOCA - BALNEÁRIO PRINCESA ISABEL,CENTRO ESPORTIVO,Centro Esportivo/Balneário,Público - Municipal,"RUA CAMPANTE, 100",,,,-46.59518309,-23.59553864,Ipiranga
CENTRO ESPORTIVO VILA GUARANI - CEE RIYUSO OGAWA,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA LUSSANVIRA, 178",,,,-46.63775279,-23.64035885,Jabaquara
MODELÓDROMO DO IBIRAPUERA,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA CURITIBA, 290",,,,-46.6530278,-23.58258144,Moema
CENTRO ESPORTIVO NÁUTICO GUARAPIRANGA,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AV DOS FUNCIONARIOS PUBLICOS, 2501",,,,-46.7700293,-23.74671953,Jardim Ângela
CENTRO ESPORTIVO PISTA DE SKATE DO PARQUE DO CHUVISCO,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AV DR LINO DE MOARES LEME, 504",,,,-46.66151789,-23.63791711,Campo Belo
CENTRO ESPORTIVO VILA MARIA - CEE THOMAZ MAZZONI,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"PRACA JANIO DA SILVA QUADROS, 150",,,,-46.57883847,-23.5012871,Vila Maria
CENTRO ESPORTIVO JARDIM CABUÇU - MINI BALNEÁRIO IRMÃOS PAOLILLO,CENTRO ESPORTIVO,Centro Esportivo/Mini-Balneário,Público - Municipal,"RUA GENERAL JERONIMO FURTADO, 751",,,,-46.56950885,-23.4642152,Jaçanã
CENTRO ESPORTIVO MANDAQUI - MINI BALNEÁRIO GASTÃO MOUTINHO,CENTRO ESPORTIVO,Centro Esportivo/Mini-Balneário,Público - Municipal,"RUA CORONEL JOAO DA SILVA FEIJO, 80",,,,-46.63938957,-23.46993831,Mandaqui
CENTRO ESPORTIVO CASA VERDE - MINI BALNEÁRIO COMANDANTE GARCIA D'ÁVILA,CENTRO ESPORTIVO,Centro Esportivo/Mini-Balneário,Público - Municipal,"RUA ARMANDO COELHO E SILVA, 775",,,,-46.65533837,-23.49197554,Casa Verde
CENTRO ESPORTIVO VILA BRASILÂNDIA - CEE OSWALDO BRANDÃO,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA MICHIHISA MURATA, 120",,,,-46.69724505,-23.4759149,Freguesia do Ó
CENTRO ESPORTIVO FREGUESIA DO Ó - CEE AURÉLIO CAMPOS,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA JACUTIBA, 167",,,,-46.69376656,-23.48322291,Freguesia do Ó
CENTRO ESPORTIVO VILA GUILHERME - GINÁSIO DARCY REIS,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AVENIDA GUILHERME, 1819",,,,-46.59988001,-23.50795337,Vila Guilherme
CENTRO ESPORTIVO JARDIM SÃO PAULO - CEE ALFREDO INÁCIO TRINDADE,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA VIRI, 425",,,,-46.61280308,-23.49480427,Santana
CENTRO ESPORTIVO CAMBUCI - CEE RUBENS PECCE LORDELLO,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AVENIDA LINS DE VASCONCELOS, 804",,,,-46.62241359,-23.5699152,Cambuci
CENTRO ESPORTIVO BARRA FUNDA - CEE RAUL TABAJARA,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA ANHANGUERA, 484",,,,-46.65151833,-23.52351679,Santa Cecília
ESTÁDIO MUNICIPAL DE BEISEBOL BOM RETIRO - ESTÁDIO MUNICIPAL MIE NISHI,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AV PRESIDENTE CASTELO BRANCO, 5446",,,,-46.65450587,-23.51682161,Barra Funda
CENTRO ESPORTIVO ACLIMAÇÃO - ESTÁDIO MUNICIPAL JACK MARIN,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA MUNIZ DE SOUZA, 1119",,,,-46.62837819,-23.57194351,Liberdade
CENTRO ESPORTIVO TIETÊ - CENTRO ESPORTIVO TIETÊ,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AVENIDA SANTOS DUMONT, 843",,,,-46.63213415,-23.520518,Bom Retiro
CENTRO DE ESPORTES RADICAIS,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AV CASTELO BRANCO, 5700",,,,-46.65450587,-23.51682161,Barra Funda
CENTRO ESPORTIVO JOSÉ BONIFÁCIO - CEL JOSÉ BONIFÁCIO,CENTRO ESPORTIVO,Centro Esportivo/Centro de Esporte e Lazer - CE/CEL,Público - Municipal,"RUA ANA PERENA, 110",,,,-46.43676437,-23.54727767,José Bonifácio
CENTRO ESPORTIVO VILA MANCHESTER - CEE VICENTE ÍTALO FEOLA,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"PRACA HAROLDO DALTRO, S\/N",,,,-46.53278739,-23.54814094,Carrão
CENTRO ESPORTIVO SÃO MATEUS - MINI BALNEÁRIO JOSÉ MARIA WHITAKER,CENTRO ESPORTIVO,Centro Esportivo/Mini-Balneário,Público - Municipal,"AVENIDA SATELITE, 756",,,,-46.46457257,-23.61073866,São Mateus
CENTRO ESPORTIVO TIRADENTES - CEL ANDRÉ VITAL RIBEIRO SOARES,CENTRO ESPORTIVO,Centro Esportivo/Centro de Esporte e Lazer - CE/CEL,Público - Municipal,"AVENIDA DOS METALURGICOS, 2255",,,,-46.40224444,-23.59908114,Cidade Tiradentes
CENTRO ESPORTIVO TEOTÔNIO VILELA - CEL TEOTÔNIO VILELA,CENTRO ESPORTIVO,Centro Esportivo/Centro de Esporte e Lazer - CE/CEL,Público - Municipal,"RUA CARLO CLAUSETTI, 19",,,,-46.50291699,-23.60449638,Sapopemba
CENTRO ESPORTIVO VILA CURUÇÁ - CEE JOSÉ ERMÍRIO DE MORAES,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA GRAPIRA, 537",,,,-46.41911721,-23.4983363,Vila Curuçá
CENTRO ESPORTIVO MOOCA - CEE SALIM FARAH MALUF,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA TAQUARI, 635",,,,-46.59721503,-23.55030333,Mooca
CENTRO ESPORTIVO JOSÉ DE ANCHIETA - CEL PADRE JOSÉ DE ANCHIETA,CENTRO ESPORTIVO,Centro Esportivo/Centro de Esporte e Lazer - CE/CEL,Público - Municipal,"RUA JOSE BALANGIO, 188",,,,-46.48542706,-23.55099573,Artur Alvim
CENTRO ESPORTIVO TIQUATIRA - CEE LUIZ MARTINEZ,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AV GOVERNADOR CARVALHO PINTO, 02",,,,-46.52732722,-23.51414024,Penha
CENTRO ESPORTIVO JUSCELINO KUBITSCHEK - CEL JUSCELINO KIBITSCHEK,CENTRO ESPORTIVO,Centro Esportivo/Centro de Esporte e Lazer - CE/CEL,Público - Municipal,"RUA INACIO MONTEIRO, 55",,,,-46.40727469,-23.56401876,Cidade Tiradentes
CENTRO ESPORTIVO TATUAPÉ - CEE BRIGADEIRO EDUARDO GOMES,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA MONTE SERRAT, 230",,,,-46.56358109,-23.5399865,Tatuapé
"CENTRO ESPORTIVO, RECREATIVO E EDUCATIVO DO TRABALHADOR - CERET",CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA CANUTO DE ABREU, S\/N",,,,-46.55750831,-23.55958466,Vila Formosa
CENTRO ESPORTIVO VILA PRUDENTE/VILA ALPINA - CEE ARTHUR FRIEDENREICH,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AVENIDA FRANCISCO FALCONI, 83",,,,-46.56846828,-23.58342359,Vila Prudente
CENTRO ESPORTIVO JAGUARÉ - MINI BALNEÁRIO MARECHAL ESPIRIDIÃO ROSAS,CENTRO ESPORTIVO,Centro Esportivo/Mini-Balneário,Público - Municipal,"RUA GENERAL MAC ARTHUR, 1304",,,,-46.75275775,-23.55340931,Jaguaré
CENTRO ESPORTIVO BUTANTÃ - CEE SOLANGE NUNES BIBAS,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA DR ERNANI DA GAMA CORREA, 367",,,,-46.72401209,-23.57483228,Butantã
CENTRO ESPORTIVO PIRITUBA - CEE GERALDO JOSÉ DE ALMEIDA,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AV AGENOR COUTO DE MAGALHAES, 32",,,,-46.74063126,-23.47901727,Pirituba
CENTRO ESPORTIVO LAPA - CEE EDSON ARANTES DO NASCIMENTO,CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"RUA BELMONTE, 957",,,,-46.7202201,-23.52781876,Vila Leopoldina
CENTRO ESPORTIVO JARDIM CELESTE - BALNEÁRIO MÁRIO MORAES,CENTRO ESPORTIVO,Centro Esportivo/Balneário,Público - Municipal,"RUA EDWARD CARMILO, 840",,,,-46.75429112,-23.59765004,Vila Sônia
CENTRO ESPORTIVO E DE LAZER PERUS - CEL PERUS,CENTRO ESPORTIVO,Centro Esportivo/Centro de Esporte e Lazer - CE/CEL,Público - Municipal,"ESTRADA SAO PAULO,",,,,-46.75641223,-23.41309892,Perus
CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA (COTP),CENTRO ESPORTIVO,Centro Esportivo/Centro Educacional e Esportivo - CE/CEE,Público - Municipal,"AVENIDA IBIRAPUERA, 1315",,04029-000,,-46.65626913,-23.5979513,Moema
MOINHO VELHO,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,"RUA ELBA, 980",,04285-001,,-46.60393753,-23.61604228,Sacomã
JARDIM SÃO VICENTE,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,"RUA MOHAMAD IBRAHIN SALEH, 321",,08042-130,,-46.43681567,-23.50563113,São Miguel
AUGUSTO CUSTODIO NASCIMENTO,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,",",,,,-46.54890353,-23.53579163,Carrão
PQ ECOLOGICO DA VILA PRUDENTE,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,",",,,,-46.56452653,-23.5880718,Vila Prudente
SANTO ANTONIO,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,",",,,,-46.52648451,-23.6057049,São Lucas
VL CALIFORNIA,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,",",,,,-46.55959013,-23.60523955,Vila Prudente
PQ SANTA MADALENA,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,",",,,,-46.51057391,-23.61105547,Sapopemba
CONJUNTO PRÓ MORAR,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,",",,,,-46.49862447,-23.60711565,Sapopemba
JARDIM TEXTIL (OBRAS DO METRO),CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,",",,,,-46.54595301,-23.55886791,Vila Formosa
SIMÕES UNIDOS,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,"RUA JOAQUIM REZENDE, 421",,,,-46.70276147,-23.48293299,Freguesia do Ó
DUQUE DE CAXIAS,CLUBE DA COMUNIDADE,Clube da Comunidade - CDC,Público - Municipal,"RUA SAMURAIS, 516",,,,-46.58182424,-23.50757775,Vila Maria
CID DUTRA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ANGELINA REGOLIM C DE MENDONCA, 18",,04811-150,,-46.69194199,-23.71031822,Cidade Dutra
DEMOCRATA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JOSE BONIFACIO FILHO, 347",,04813-060,,-46.68598946,-23.71796306,Cidade Dutra
JD MALIA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"TRAVESSA RUBENS TAVARES DA COSTA, 10",,04823-135,,-46.69237754,-23.72646508,Cidade Dutra
JD MARINGA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ALFREDO CORTES, 0",,04814-070,,-46.6813771,-23.72147241,Cidade Dutra
JOSÉ MOREIRA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA PEDRO ROSCHEL GOTTSFRITZ, 10",,04809-160,,-46.69167084,-23.71576052,Cidade Dutra
JOSÉ ALEXANDRE DE FARIA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA GREGORIO BEZERRA, 451",,04812-200,,-46.68729156,-23.71130985,Cidade Dutra
JD MIRNA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JANDYRA NOGUEIRA MARTINS, 165",,04856-130,,-46.69690625,-23.76948251,Grajaú
LOURENÇO CABREIRA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA LOURENCO CABREIRA, 504",,04812-010,,-46.69119288,-23.71740584,Cidade Dutra
MOCIDADE ATIVA CRISTÃ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA SANTO ANTONIO DO CANTARO, 100",,04829-090,,-46.70920758,-23.72728591,Cidade Dutra
TANCREDO NEVES,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ROSALIA GRISI SANDOVAL, 0",,04841-060,,-46.69268866,-23.73611814,Grajaú
VELEIROS,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA DAS PAINEIRAS, 500",,04771-080,,-46.71254196,-23.6835302,Socorro
VL FRIBURGO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA BENTO RODRIGUES BASTOS, 0",,04782-040,,-46.70449665,-23.69182765,Socorro
JD SÃO RAFAEL,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ILDA LAURA FRACAROLLI, 111",,04860-030,,-46.71813002,-23.76036453,Cidade Dutra
CALDEIRÃO DO IPORANGA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA GREGORIO DE TORRES, 540",,04828-160,,-46.70539509,-23.72804398,Cidade Dutra
JD ELIANA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ANTONIO LOPES DE MEDEIROS, 66",,04851-075,,-46.66963008,-23.75472768,Grajaú
PETRONITA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JOAO AMOS COMENIUS, 1673",,04844-420,,-46.69817683,-23.75460456,Grajaú
JD REGIS,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA PIRAPOZINHO, 117",,05174-200,,-46.74284909,-23.4736838,Pirituba
SANTOS DA CIDADE DUTRA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA JACINTO JULIO, 27",,04815-160,,-46.69126314,-23.70279816,Cidade Dutra
GIGANTÃO DO ICARAÍ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA MAESTRO MIGUEL ARQUERONS, 0",,04844-270,,-46.70443759,-23.75094882,Grajaú
JD HERPLIN,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA CARLOS AUGUSTO BARROSO, 103",,04866-050,,-46.71576796,-23.78895228,Parelheiros
SANTA FÉ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA SANTA BARBARA DO SUL, 98",,08141-093,,-46.40080837,-23.51612298,Itaim Paulista
VILA DA PAZ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA RIO PARAGUACU, 39",,04777-048,,-46.69707007,-23.68911177,Cidade Dutra
CLEUSA BUENO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JARACATIA, 20",,,,-46.75682531,-23.61740221,Campo Limpo
MARGARIDA BRITO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA MODELAR, 182",,,,-46.77917005,-23.66319854,Capão Redondo
PORINGÁ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA FRANCISCO SOARES, 28",,,,-46.74938709,-23.63869027,Campo Limpo
PQ. FERNANDA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"PRACA DOUTOR RAUL BORGES DA ROCHA, 0",,,,-46.79210117,-23.67036718,Capão Redondo
PQ. REGINA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA INACIO MANUEL TOURINHO, 8",,,,-46.75671682,-23.63375672,Campo Limpo
DO SABÃO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA MANUEL FILX FERNANDES, 738",,,,-46.74795331,-23.6654857,Jardim São Luís
JD. VERA CRUZ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ANGELO TARCHI, 1897",,,,-46.77554291,-23.73697592,Jardim Ângela
JOELMA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JOSE RODRIGUES MACIEL, 23",,,,-46.75043558,-23.66298408,Jardim São Luís
SÃO LOURENÇO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"ESTRADA DO JARARAU, 0",,,,-46.79285033,-23.70978871,Jardim Ângela
SÃO LUIZ I,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ACEDIO JOSE FONTANETE, 26",,,,-46.73130882,-23.65945604,Jardim São Luís
UNIÃO BRASILIENSE,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA AMANCIO PEDRO DE OLIVEIRA, 385",,,,-46.74747333,-23.65148021,Jardim São Luís
IZALTINO SILVA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA CLODOMIRO DE OLIVEIRA, 30",,,,-46.74425864,-23.62871749,Campo Limpo
JD MARTINICA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ROQUE DE MINGO, 550",,,,-46.76444482,-23.63181744,Campo Limpo
JD ROSANA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA RAFAEL PORTANTE, 17",,,,-46.78012319,-23.64898545,Campo Limpo
PAULO RAIMUNDO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA MATTEO RAVERTI, 0",,,,-46.75986552,-23.66248433,Capão Redondo
PQ DO IPÊ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA MANOEL GRANDINI CASQUEL, 20",,,,-46.76320283,-23.63773047,Campo Limpo
PRIMEIRO DE MAIO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA GINGADINHO, 0",,,,-46.7939688,-23.68027975,Capão Redondo
REGIONAL JD. PARIS,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"ESTRADA DO CAMPO LIMPO, 2586",,,,-46.7694919,-23.63522827,Campo Limpo
SAJU,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA FRANKLIN TAVORA, 433",,,,-46.77154614,-23.64435873,Campo Limpo
SÃO JANUARIO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA FRANCISCO DA CRUZ MELLAO, 27",,,,-46.76240026,-23.65023093,Campo Limpo
UNIÃO ULEROMÃ,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA GUERREIRO, 31",,,,-46.77359793,-23.64578603,Campo Limpo
CAVEIRINHA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JORNALISTA MARCAL VERSIANI, 0",,,,-46.753765,-23.68253868,Jardim Ângela
MARIA CAETANO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA COELHO LOUSADA, 21",,,,-46.78209296,-23.69484826,Jardim Ângela
SÃO FRANCISCO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA VERDUN, 7",,,,-46.74053239,-23.68929565,Jardim São Luís
BRASIMET PARENTES UNIDOS,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA HERBERT ALFRED LANDSBERGER, 330",,04662-020,,-46.7020514,-23.66162376,Campo Grande
BOLA PRETA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA ENGENHEIRO EUSEBIO STEVAUX, 2229",,04696-000,,-46.69284545,-23.67892528,Campo Grande
ESTRELA DO CAMPO GRANDE,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ALVARO AFONSO, 400",,04691-030,,-46.69187935,-23.67297984,Campo Grande
MARIA FELIZARDA DA SILVA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA SALIM ANTONIO CURIATI, 225",,04690-050,,-46.6939183,-23.67259074,Campo Grande
CASTULIO DO AMARAL,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA PIERRE CURIE, 286",,04290-050,,-46.61619063,-23.61619645,Cursino
PROFESSOR FRANCISCO THEODORO MENDES,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ALVARO FRAGOSO, 580",,04223-000,,-46.59242433,-23.5976275,Ipiranga
JARDIM SECKLER,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA COSME DE SOUZA, 408",,04243-100,,-46.5868733,-23.62389393,Sacomã
PARQUE BRISTOL,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JOAO JOSE DA SILVA, 59",,04191-140,,-46.60719823,-23.64722832,Sacomã
PARQUE FONGARO,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA PROFESSOR SYLAS BALTAZAR DE ARAUJO, 220",,04257-010,,-46.59290812,-23.63289699,Sacomã
UCRA UNIÃO CULTURAL RECREATIVA AMIZADE,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA PRESIDENTE WILSON, 6851",,04220-002,,-46.58049037,-23.60567228,Ipiranga
CIDADE ADEMAR,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA FRANCISCO LOPES PINTO, 557",,04649-110,,-46.67397515,-23.6556501,Cidade Ademar
JARDIM MIRIAM,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"AVENIDA ANGELO CRISTIANINI, 520",,04424-000,,-46.63803759,-23.68562901,Cidade Ademar
MAR PAULISTA E REPRESA NOVA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA GANDARA DE OLIVAIS, 17",,04469-110,,-46.6663552,-23.69106799,Pedreira
NITERÓI,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA JURIMANAS, 82",,04434-060,,-46.66649849,-23.68054617,Cidade Ademar
PARQUE DOROTEIA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA FRANCISCO JOSE DA COSTA, 110",,04474-290,,-46.64054662,-23.70112622,Pedreira
VILA MISSIONARIA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA DOM FREDERICO COSTA, 71",,04430-300,,-46.6502458,-23.68554557,Cidade Ademar
FERRADURA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA ADELINO DA FONTOURA, 404",,04383-050,,-46.65989098,-23.65921391,Jabaquara
BOLSA D AGUA,CLUBE DA COMUNIDADE,Clube da Comunidade com Campo de Futebol,Público - Municipal,"RUA SANTA CRUZ, 1350",,04122-000,,-46.62449353,-23.59928271,Vila Mariana
